f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,MOFname,0
221.0863,373.4466,939.0648,976.7278,10579,12876,19178,13308,29,58,112,132,170,420,544,548,17.9967,41.6584,66.009,79.2478,1.9044,33.2304,17.802,65.067,8464,5152,7360,10120,1,7,5,15,49,84,140,203,2.89,8.687,8.67,18.955,0,-14.42,-6,-26.45,0,588,380,1270,0,0,0,0,0,37,15,76,0,6.79,3.4,14.35,121.5547,235.9842,406.4496,418.189,707,1548,1770,1580,18,36,60,66,96,228,300,306,7.7477,18.3276,26.2872,26.9898,11.8336,6.339428571,23.17085714,12.53142857,64,91.42857143,125.7142857,68.57142857,1,0.714285714,2.142857143,1.428571429,0.714285714,2.857142857,3.571428571,4.285714286,0.5329,0.531857143,1.162785714,0.803,28.09,73.44285714,82.90714286,85.55714286,0,0.614285714,0.635714286,1.271428571,0,-5.714285714,1.428571429,2.857142857,0,0,0,0,0,-2.142857143,-1.428571429,-2.857142857,0,-0.207142857,-0.028571429,-0.057142857,0,-10.07142857,-4.285714286,-8.571428571,6.726838095,14.44922857,16.74379048,14.85342857,109.7142857,208.7619048,131.047619,111.2380952,0.714285714,1.714285714,1.80952381,2.095238095,5.714285714,9.523809524,9.904761905,12.95238095,0.549809524,1.290057143,1.143752381,1.203466667,136.1542857,215.0628571,190.3638095,250.0690989,0,-0.522380952,0.359047619,0.951428571,0,8.285714286,7.428571429,18.19047619,0,0,0,0,0,2.19047619,-0.095238095,1.142857143,0,0.262857143,0.151428571,0.56952381,0,11.42857143,3.114285714,10.75716476,qmof-64386ed,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-6438955,0
105.5952,185.4848,383.6776,471.6928,918,1472,2118,2560,14,32,56,64,92,256,356,256,9.3636,23.652,36.6672,30.4848,0.9604,13.4848,14.6412,18.4828,9,96,117,132,1,4,7,6,16,48,64,48,1.7689,3.8836,6.4505,5.9318,0,-9.84,-8.08,-12.98,0,-20,-18,-26,0,0,0,0,0,4,12,12,0,2.4,4.46,3.52,159.2091,295.4682,461.4608,541.2114,961,1920,2420,2640,20,40,60,74,100,240,328,364,9.6055,21.596,30.9976,35.4962,11.8336,4.4376,16.2196,8.772,64,64,88,48,1,0.5,1.5,1,0.5,2,2.5,3,0.5329,0.3723,0.81395,0.5621,28.09,51.41,58.035,59.89,0,0.43,0.445,0.89,0,-4,1,2,0,0,0,0,0,-1.5,-1,-2,0,-0.145,-0.02,-0.04,0,-7.05,-3,-6,5.485366667,8.32265,10.15803333,12.9817,48,68.66666667,65.33333333,84.66666667,0.5,1,1.083333333,1.583333333,2.5,4.583333333,5.5,8.583333333,0.308741667,0.568541667,0.636425,0.869233333,43.0675,78.47692075,80.83583333,121.8309153,0,0.465833333,0.524166667,1.1625,0,4.583333333,2.833333333,6.5,0,0,0,0,0,0.416666667,-0.583333333,-0.666666667,0,0.145833333,0.018333333,0.149166667,0,1.2232225,-2.15,-2.710703333,qmof-643a687,
677.4916,1362.28,3665.8096,5054.5104,15696,32384,51904,68384,84,224,456,752,696,2080,3760,5696,80.02,207.8448,427.5024,637.8736,1.4003,18.69866667,18.4128,46.99153333,1008.666667,1141.333333,1794,2640,1,4.666666667,7.333333333,14.66666667,22.66666667,60,112,181.3333333,3.2912,5.996,14.74666667,19.55573333,0,-10.22,-6.906666667,-29.96666667,0,110,146.6666667,291.3333333,0,0,0,0,0,10,10.66666667,26.66666667,0,4.766666667,5.066666667,16.17333333,116.6135,212.874,324.5334,356.1884,560,1020,1470,1490,15,30,44,50,74,174,224,220,7.2551,15.631,21.798,22.8814,11.3152,10.1184,22.47328,23.33088,61,55.2,116.2,120.6,1,1.2,2.4,2.6,1.6,4.8,7.2,8,0.53882,0.68068,1.278,1.39902,33.424,81.36,127.2265228,143.3625228,0,0.908,1.174,1.432,0,2,3.4,4,0,0,0,0,0,-2,-2,-2.6,0,-0.04,0.032,0.02,0,-6.36,-6.561422,-8.181422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-64401e3,
142.5538,284.472,467.0446,634.136,1411,2580,3196,2792,23,46,76,102,122,306,416,438,10.0495,23.993,35.3508,41.2874,2.7225,20.5755,28.2975,46.332,900,870,960,1350,1,4,7,11,16,44,72,92,1.7161,3.9038,6.0129,8.3709,0,-5.87,-5.6,-9.93,0,91,178,285,0,0,0,0,0,5,10,21,0,2.26,4.58,8.02,51.1922,81.753,121.4552,90.816,203,300,362,96,7,12,18,12,30,60,42,12,2.6623,5.1436,5.845,3.2412,9.852825,9.887625,21.7303,16.634,53.25,54,85,26,1,1.25,2.75,2.25,1.75,5.5,7.25,4,0.5553,0.718025,1.188675,0.688275,59.6575,103.6775,140.6740643,73.4128315,0,0.69,1.3725,2.4025,0,1.5,8.25,13.75,0,0,0,0,0,-2.25,-1.5,0.25,0,-0.03,0.46,0.725,0,-4.95,1.5911125,1.66078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-6444ede,
170.617,313.248,672.9868,916.608,2698,5784,7408,8352,20,44,76,112,120,308,428,512,13.5636,32.8444,52.3932,69.5088,2.7225,27.72,25.245,55.209,900,1170,1080,2100,1,5,6,12,25,55,90,140,1.7161,4.8077,6.0522,10.8468,0,-8.55,-5.4,-13.66,0,111,144,290,0,0,0,0,0,14,12,32,0,2.88,3.24,7.44,193.3379333,383.6316667,592.5430667,733.2964667,1185.333333,1890.666667,2858.666667,3604.666667,27.33333333,56.66666667,86.66666667,110.6666667,143.3333333,352.6666667,494.6666667,544,13.11793333,29.22486667,43.11693333,51.46626667,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,10.6016,9.557333333,17.61253333,29.8824,214,85.33333333,173.3333333,430,1,1.166666667,2,3.5,1.5,3.833333333,6.166666667,9.833333333,0.831033333,0.740583333,1.3814,2.59775,151.47,133.9312805,249.3,515.9746138,0,0.91,1.11,2.02,0,9.166666667,15.33333333,24.5,0,0,0,0,0,-1.666666667,-3.166666667,-5,0,0.193333333,0.28,0.473333333,0,0.332148333,2.4,2.732148333,qmof-6445360,
81.020225,111.21715,202.3053,182.4711,794.75,1699,1702.5,1041,9,18,22,19.5,44,102,96,56,8.2782,17.0597,17.5883,11.3031,0.6724,11.2832,6.273,11.5866,361,608,342,627,1,4,3,5,16,32,36,68,3.8416,5.7232,4.5276,7.4284,0,-10.48,-5.19,-10.03,0,44,39,62,0,0,0,0,0,8,3,3,0,4.92,3.57,6.01,97.10345714,164.747,259.0440571,266.4289143,449.2857143,736.5714286,1093.428571,1005.714286,11,21.14285714,30.57142857,30.28571429,55.14285714,132,128.8571429,96.57142857,4.898928571,10.37657143,13.6374,12.33685714,11.8336,8.772,20.14693333,40.0416,64,48,109.3333333,160,1,1,2,4,1,3,6,6.666666667,0.5329,0.5621,1.099866667,1.698466667,28.09,59.89,91.69,118.2881383,0,0.89,1.023333333,2.12,0,2,2.333333333,12,0,0,0,0,0,-2,-4,-2.666666667,0,-0.04,-0.046666667,0.593333333,0,-6,-6.7,-1.118516667,12.5932,15.60788889,29.83108889,31.13404444,66.33333333,64.22222222,143.5555556,153.1111111,1,1.888888889,2.777777778,2.888888889,4.111111111,10,10.77777778,11.55555556,0.529877778,0.868655556,1.3815,1.437488889,29.31586667,92.72798022,107.4958147,100.2258438,0,1.827777778,1.641111111,1.128888889,0,6.777777778,5.444444444,4.222222222,0,0,0,0,0,-1,-0.666666667,0.444444444,0,0.197777778,0.113333333,0.137777778,0,-5.92474,-6.567604444,-2.420937778,qmof-64496fb,
83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,53.889,900,900,1080,2040,1,4,6,12,16,40,72,112,1.7161,3.8776,6.0522,10.8992,0,-6.36,-5.4,-12.86,0,90,144,292,0,0,0,0,0,6,6,20,0,2.28,3.24,7.4,198.0735,422.994,689.7944,828.668,1065,1944,2936,3142,30,64,104,130,168,424,620,660,13.4334,31.8472,48.59,55.0206,10.5376,12.138,26.0196,23.744,56.5,66,126,114.5,1,1.5,3,3,2.5,7.5,12,14,0.5477,0.85855,1.545,1.5671,41.425,113.565,171.666307,201.996307,0,0.935,1.355,2.045,0,2,5,6.5,0,0,0,0,0,-2,-2,-3.5,0,-0.04,0.15,0.12,0,-6.9,-5.453555,-10.403555,10.0756,15.8355,35.4612,31.0155,112.75,100.5,177,192.25,1,2,4.5,4,5,16.5,23.5,23.5,0.6595,1.19735,2.21865,2.2381,87.6925,181.6475,307.323921,354.0472585,0,1.11,2.5225,2.5425,0,4.75,16.5,18.25,0,0,0,0,0,-1.5,2,-1.5,0,0.015,0.64,0.45,0,-6.525,-1.360665,-4.3553325,qmof-64499d3,
98.3135,156.624,289.159,412.896,1421,2892,3448,2256,12,22,34,48,56,138,158,104,7.9676,16.4222,24.065,27.104,2.7225,27.72,25.245,55.209,900,1170,1080,2100,1,5,6,12,25,55,90,140,1.7161,4.8077,6.0522,10.8468,0,-8.55,-5.4,-13.66,0,111,144,290,0,0,0,0,0,14,12,32,0,2.88,3.24,7.44,131.3498,275.1858,421.04688,456.0768,732.4,1387.2,1980.8,1700.8,20,42,64,72.8,106,258,353.6,337.6,9.16512,21.40292,30.808,30.37752,11.3152,10.1184,22.26048,18.2608,61,55.2,109.2,88,1,1.2,2.4,2.2,1.6,4.8,6.4,6.8,0.53882,0.68068,1.218,1.12586,33.424,81.36,117.1730456,125.8890456,0,0.908,1.244,1.858,0,2,4.4,5.8,0,0,0,0,0,-2,-1.6,-3,0,-0.04,0.112,0.084,0,-6.36,-5.202844,-9.222844,6.3592,11.4648,22.68496,16.4104,122,110.4,209.2,119.6,0.8,1.6,3.2,2.4,3.2,9.6,14.4,11.2,0.64116,1.09032,1.96428,1.35228,172.448,242.272,405.4362192,290.5882192,0,0.416,0.904,0.904,0,8.8,17.2,17.2,0,0,0,0,0,-1.6,-0.8,-0.8,0,0.184,0.596,0.596,0,3.36,10.474312,10.474312,qmof-644aab4,
363.5548,740.574,1386.8128,1767.0644,4960,10320,11416,9216,46,100,168,224,268,700,1024,1000,25.9674,65.6024,99.8524,104.52,3.61,29.412,29.4975,32.6325,841,1044,696,1044,1,4.5,6.5,6,20.5,50,66,67,1.9044,4.5333,5.2509,5.6856,0,-6.93,-3.175,-5.775,0,94.5,164.5,138,0,0,0,0,0,9.5,15,13,0,2.925,5.165,4.16,111.5316,181.855,300.0684,391.661,531,832,1260,1436,13,24,38,48,62,148,168,129,5.9797,11.9824,17.4262,19.328,11.8336,8.772,21.7322,34.0904,64,48,110,152,1,1,2.25,3.5,1,3.25,5.75,6.75,0.5329,0.5621,1.169825,1.63155,28.09,59.89,101.9019208,125.912683,0,0.89,1.4225,2.13,0,2,4.25,9,0,0,0,0,0,-2.25,-3.5,-3.25,0,-0.04,0.04,0.32,0,-6,-7.3017775,-5.20711,11.8336,11.29466667,22.10773333,36.06266667,64,50.66666667,109.3333333,162.6666667,1,1.333333333,2.333333333,3.666666667,2,5.333333333,8.666666667,9.5,0.5329,0.652133333,1.194766667,1.720366667,28.09,67.852561,106.542561,130.5943497,0,1.303333333,1.6,2.13,0,4.333333333,5,9,0,0,0,0,0,-1.666666667,-2.666666667,-1.5,0,0.08,0.066666667,0.32,0,-5.735703333,-7.735703333,-5.20711,qmof-6454b36,
170.617,339.258,735.0028,994.7612,2698,5928,7744,10034,20,48,84,126,132,348,528,690,13.5636,35.216,57.0132,81.075,2.7225,27.72,25.245,56.364,900,1170,1080,2400,1,5,6,12,25,55,90,155,1.7161,4.8077,6.0522,11.8948,0,-8.55,-5.4,-14.36,0,111,144,280,0,0,0,0,0,14,12,29,0,2.88,3.24,6.64,155.1221333,300.033,471.5092667,542.5388667,679.3333333,1320,1848.666667,2050.666667,22,44.66666667,70.66666667,82,118,290.6666667,388,442,9.743533333,22.08873333,31.25826667,36.165,10.9696,11.016,24.07306667,27.7264,59,60,130.6666667,135.5,1,1.333333333,2.666666667,3.333333333,2,6,11,13.66666667,0.542766667,0.759733333,1.5,1.7446,36.98,95.67333333,170.1466667,205.4496403,0,0.92,1.246666667,1.748333333,0,2,2.666666667,5.833333333,0,0,0,0,0,-2,-2.666666667,-2.5,0,-0.04,-0.053333333,0.133333333,0,-6.6,-9.2,-8.403555,3.944533333,2.924,5.446666667,7.4906,21.33333333,16,18.66666667,38,0.333333333,0.333333333,0.666666667,0.833333333,0.333333333,1,1.5,2.416666667,0.177633333,0.187366667,0.2774,0.44165,9.363333333,19.96333333,27.92589433,43.46314025,0,0.296666667,0.71,0.689166667,0,0.666666667,3,1.916666667,0,0,0,0,0,-0.666666667,-0.833333333,-1.583333333,0,-0.013333333,0.106666667,0.003333333,0,-2,-1.735703333,-3.783925833,qmof-645a178,
60.2534,85.248,149.9816,99.552,1619,3092,2490,1008,7,12,16,12,28,56,42,16,6.1162,11.7428,13.058,8.3468,3.61,25.08,9.69,22.762,841,1450,348,812,1,4,2,4,16,24,24,48,1.9044,4.7472,2.1252,4.14,0,-5.6,-1.3,-4.38,0,66,46,88,0,0,0,0,0,10,2,4,0,2.08,1.22,2.52,86.2963,161.61,263.3962,290.788,292,510,622,448,13,24,42,48,66,156,168,120,4.3653,9.7192,13.2622,12.2612,11.8336,8.772,20.6056,23.908,64,48,112,64,1,1,2,3,1,3,5,6,0.5329,0.5621,1.095,1.1023,28.09,59.89,87.98,107.665366,0,0.89,0.89,3.37,0,2,2,16,0,0,0,0,0,-2,-3,-3,0,-0.04,-0.04,0.68,0,-6,-6,-4.41422,9.2416,27.816,21.128,21.128,49,63,56,56,1,4,3,3,16,28,24,20,0.5625,1.41,1.1325,1.1325,54.76,183.677842,150.325228,150.325228,0,3.01,2.17,2.17,0,19,13,13,0,0,0,0,0,9,6,7,0,1.12,0.74,0.74,0,4.77867,1.88578,1.88578,qmof-6460ca3,
291.07,547.0976,2085.3744,2505.1456,11533,23040,39236,35808,33,84,212,320,316,1040,1822,2056,22.2324,71.5692,145.3072,196.7788,2.2284,34.30826667,26.91173333,75.20293333,3363,3573.333333,7666.666667,6210.666667,1,7.333333333,8.666666667,16,59.33333333,145.3333333,238,286.6666667,2.4498,8.5702,12.1638,18.427,0,-15.25333333,-7.386666667,-26.49333333,0,388,368,736.6666667,0,0,0,0,0,41.33333333,36,74,0,6.386666667,6.04,12.88666667,146.7832,265.2104,404.6436,471.523,724,1304,1920,1972,18,36,54,66,90,216,294,306,8.9138,19.0376,27.5294,30.909,11.8336,5.848,13.73706667,11.696,64,32,74.66666667,64,1,0.666666667,1.333333333,1.333333333,0.666666667,2,2.666666667,4,0.5329,0.374733333,0.73,0.749466667,28.09,39.92666667,58.65333333,79.85333333,0,0.593333333,0.593333333,1.186666667,0,1.333333333,1.333333333,2.666666667,0,0,0,0,0,-1.333333333,-1.333333333,-2.666666667,0,-0.026666667,-0.026666667,-0.053333333,0,-4,-4,-8,7.313066667,11.01831111,12.60337778,14.21511111,39.33333333,59.11111111,68.44444444,64.44444444,0.666666667,1.111111111,1.333333333,1.777777778,2.444444444,4.666666667,5.777777778,8,0.361844444,0.615,0.743333333,0.879644444,24.65333333,53.44444444,76.26666667,105.223384,0,0.108888889,0.613333333,1.382222222,0,0.222222222,1.333333333,4.888888889,0,0,0,0,0,0,-0.888888889,-0.888888889,0,-0.004444444,-0.026666667,0.124444444,0,-0.866666667,-4.4,-5.780937778,qmof-646491e,
154.2538,239.357,770.1496,1125.568,4957,9032,8980,4288,19,38,84,136,122,352,494,360,11.1906,29.7142,53.1344,60.0936,1.21,30.272,26.51,33.924,4225,4160,2600,4680,1,8,10,10,64,144,176,192,2.8224,9.8112,10.248,12.5328,0,-18.72,-13.1,-19.84,0,456,610,578,0,0,0,0,0,46,58,56,0,7.6,10.7,9.34,92.11986667,158.5824667,236.8937333,227.3608,466.6666667,794.6666667,1153.333333,992,10.66666667,20.66666667,29.33333333,28,50,114,138.6666667,102.6666667,5.435733333,11.09406667,15.1296,13.09933333,11.8336,6.265714286,14.71828571,14.36937143,64,34.28571429,80,77.71428571,1,0.714285714,1.428571429,1.428571429,0.714285714,2.142857143,2.857142857,3.428571429,0.5329,0.4015,0.782142857,0.786314286,28.09,42.77857143,62.84285714,64.66,0,0.635714286,0.635714286,0.737142857,0,1.428571429,1.428571429,1.714285714,0,0,0,0,0,-1.428571429,-1.428571429,-2,0,-0.028571429,-0.028571429,-0.034285714,0,-4.285714286,-4.285714286,-4.628571429,5.280914286,11.62148571,15.2,20.20297143,28,54,74,92,0.571428571,1.428571429,2,2.285714286,3.714285714,8.571428571,13.42857143,8.571428571,0.321428571,0.730714286,1.069285714,1.114285714,31.29142857,88.603604,152.8778897,111.6643509,0,0.52,1.08,0.302857143,0,2.285714286,3.428571429,2.857142857,0,0,0,0,0,0.285714286,-0.571428571,2.285714286,0,0.097142857,0.074285714,0.228571429,0,-1.402031429,-5.859174286,1.824508571,qmof-6469d8b,
201.2949,476.725,883.5498,1171.538,12454,28486,46518,29326,35,82,150,206,244,702,1152,1346,25.1053,71.2002,119.1966,136.9008,3.61,19.96266667,23.37,51.85733333,841,4359.666667,2262,2832.333333,1,4,5.333333333,11.33333333,16,45.33333333,85.33333333,101.3333333,1.9044,6.854,7.3508,10.6674,0,-2.906666667,-2.166666667,-5.76,0,-34.33333333,76.66666667,231,0,0,0,0,0,4.666666667,0,20,0,0.553333333,2.033333333,7.91,136.4178,304.317,519.3318,613.836,884,1560,2498,2168,24,50,88,108,138,346,476,470,9.6526,23.793,37.5842,38.8912,6.6564,13.158,36.8424,31.089,256,192,496,320,1,2,6,5,4,16,24,24,1.0404,1.5708,3.7434,3.111,376.36,438.44,1077.113802,832.535868,0,0.06,1.2,0.85,0,20,65,60,0,0,0,0,0,-4,0,-2,0,0.5,2.45,2.05,0,16.2,60.87867,54.08578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-646d39f,
127.8407,233.4368,465.24,798.64,1358,3168,4150,3088,17,32,58,100,90,248,340,264,8.8257,19.7256,33.961,44.8948,3.6481,37.8944,46.031,59.1718,784,1288,1120,1568,1,6,10,12,36,96,132,156,1.4641,5.3482,7.381,9.1476,0,-8.38,-5,-8.06,0,122,240,280,0,0,0,0,0,20,38,46,0,2.84,6,6.96,148.4874,301.4865,473.7892,538.1669,609,1260,1702,1586,22,45,70,81,115,275,354,359,9.1854,21.4445,30.1566,31.1357,10.5376,12.138,24.7428,24.0488,56.5,66,105,68,1,1.5,3,3,2.5,7.5,10.5,7,0.5477,0.85855,1.4025,1.1028,41.425,113.565,160.962614,113.095297,0,0.935,1.775,2.325,0,2,8,13.5,0,0,0,0,0,-2,-1.5,0,0,-0.04,0.34,0.73,0,-6.9,-4.00711,1.73578,5.9168,6.579,15.5144,20.8292,32,36,68,80,0.5,0.75,1.75,2.25,1.25,4.25,6.75,6,0.26645,0.421575,0.830375,0.950825,14.045,44.9175,78.8563415,74.900183,0,0.6675,1.51,1.685,0,1.5,5.5,8,0,0,0,0,0,-1.25,-1,0.25,0,-0.03,0.14,0.34,0,-4.5,-5.603555,-2.20711,qmof-646df48,
986.1216,1667.712,4940.6448,7391.872,42568,66176,61120,61440,120,256,544,928,800,2272,3360,3744,69.9696,196.3408,340.3472,450.1472,1.5625,30.1,26.9375,37.4375,4761,3864,2346,4830,1,7,9,10,49,112,133,168,2.6896,8.3804,8.7412,12.3,0,-15.33,-10.3,-17.45,0,427,587,620,0,0,0,0,0,33,44,46,0,6.37,9.43,8.9,220.0332,366.588,586.6212,694.161,1200,2016,3216,3816,24,48,72,90,120,288,408,522,13.5096,27.72,41.2296,51.8826,11.8336,2.924,6.868533333,5.848,64,16,37.33333333,32,1,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.5329,0.187366667,0.365,0.374733333,28.09,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,3.944533333,2.924,6.868533333,5.848,21.33333333,16,37.33333333,32,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.177633333,0.187366667,0.365,0.374733333,9.363333333,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,qmof-646eff5,
269.6264,484.5602,1995.4218,2528.4,8210,18344,26394,22176,32,78,208,320,298,978,1736,1792,19.3742,65.2506,134.6662,162.6148,1.2769,34.9848,28.5099,38.7364,3481,4248,5841,4720,1,9,11,11,81,198,279,252,3.0976,11.5632,13.8336,14.4144,0,-20.79,-12.8,-21.85,0,459,550,569,0,0,0,0,0,59,68,71,0,9.27,11.5,11.17,314.9673,659.9285,1060.1976,1321.4124,1395,2978,4536,4932,46,99,158,204,257,651,966,1104,20.9246,50.1815,76.6862,89.8012,11.8336,2.924,6.868533333,6.868533333,64,16,37.33333333,37.33333333,1,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.333333333,0.5329,0.187366667,0.365,0.365,28.09,19.96333333,29.32666667,29.32666667,0,0.296666667,0.296666667,0.296666667,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,-0.666666667,-0.666666667,-0.666666667,0,-0.013333333,-0.013333333,-0.013333333,0,-2,-2,-2,1.540266667,3.141333333,5.168,7.397333333,8.166666667,14.58333333,28,30.33333333,0.166666667,0.416666667,0.666666667,1,1.083333333,2.75,5,5.833333333,0.09375,0.215625,0.385,0.4775,9.126666667,30.65271783,55.74666667,66.86420467,0,0.233333333,0.326666667,0.606666667,0,0.833333333,0.666666667,2.666666667,0,0,0,0,0,0,-0.333333333,0.166666667,0,0.025,-0.013333333,0.113333333,0,-1.058925833,-2.6,-1.635703333,qmof-647cdef,
83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,51.117,900,900,1080,1680,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.9036,0,-6.36,-5.4,-11.18,0,90,144,304,0,0,0,0,0,6,6,24,0,2.28,3.24,8.16,145.82185,296.9475,457.2657,508.717,595,1236,1671,1615,22,45,69,80,114,272,361,374,9.2154,21.5061,30.1697,32.126,10.1056,13.26,26.12186667,19.93333333,54,72,102.6666667,69.33333333,1,1.666666667,3.333333333,2.666666667,3,9,12,8.666666667,0.552633333,0.957366667,1.505,1.129733333,45.87,131.4566667,185.290152,140.1434853,0,0.95,2.07,2.04,0,2,10,10,0,0,0,0,0,-2,-0.666666667,-0.666666667,0,-0.04,0.466666667,0.466666667,0,-7.2,-3.342813333,-2.742813333,3.944533333,3.898666667,9.051022222,7.529777778,21.33333333,21.33333333,38.22222222,33.77777778,0.333333333,0.444444444,1,0.888888889,0.666666667,2.222222222,2.888888889,3.111111111,0.177633333,0.249822222,0.458277778,0.434755556,9.363333333,26.61777778,40.822561,45.23504067,0,0.395555556,0.808888889,0.868888889,0,0.888888889,3.222222222,2.888888889,0,0,0,0,0,-0.777777778,-0.333333333,-0.888888889,0,-0.017777778,0.102222222,0.053333333,0,-2.666666667,-2.40237,-3.823802222,qmof-647f2f7,
