f-Z-0-all,f-T-1-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-T-2-all,mc-S-0-all,mc-S-2-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-2-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-Z-3,f-lig-S-0,lc-chi-0-all,lc-chi-1-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-2-all,lc-T-3-all,lc-S-0-all,lc-S-3-all,lc-alpha-1-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-T-0-all,func-T-3-all,func-S-0-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,ASA_A^2,Density,Largest_free_sphere,NASA_A^2,Unitcell_volume,outputs.pbe.bandgap,MOFname
1703.0,323.5,3.61,22.23,29.07,43.263,841.0,1073.0,1044.0,1595.0,6.0,64.0,1.9044,6.3756,-4.1,-3.9,-5.67,79.0,138.0,206.0,8.0,3.66,6.06,341.6,3.61164,8.379866667,9.945,118.0,74.0,119.0,51.33333333,2.0,6.0,0.7218,0.7525,156.6933333,91.055076,0.5,0.77,0.753333333,4.333333333,-1.333333333,-0.666666667,0.333333333,0.106666667,0.246666667,-1.2,-2.935703333,0.028593333,3.944533333,21.33333333,16.0,32.0,69.33333333,0.333333333,3.333333333,0.177633333,0.374733333,0.739733333,9.363333333,19.96333333,39.92666667,66.07333333,0.296666667,0.593333333,0.86,0.666666667,1.333333333,2.0,-0.666666667,-1.333333333,-2.0,-0.013333333,-0.026666667,-0.04,-2.0,-4.0,-5.4,0.0,1.72332,1.27063,0.0,1178.75,0.435213,qmof-afe2748
661.0,192.0,2.5921,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,3.0,54.0,1.5876,2.9106,-10.98,-2.82,-2.82,30.0,21.0,21.0,9.0,1.47,1.47,9876.0,28.3047,11.8336,8.772,64.0,48.0,112.0,96.0,2.0,6.0,0.5329,1.1242,59.89,119.78,0.89,0.89,1.78,2.0,-2.0,-2.0,-4.0,-0.04,-0.08,-6.0,-6.0,-12.0,8.7616,1225.0,210.0,420.0,840.0,1.0,10.0,1.2996,1.7556,3.5112,441.0,237.3,474.6,949.2,0.41,0.82,1.64,29.0,58.0,116.0,-2.0,-4.0,-6.0,0.37,0.74,1.48,9.7,19.4,38.8,206.122,0.886393,13.41118,0.0,1444.64,2.026814,qmof-2cc02cf
1366.0,162.0,3.61,23.864,34.846,62.776,841.0,841.0,1247.0,1160.0,7.0,96.0,1.9044,7.4106,-4.96,-5.04,-6.44,87.0,160.0,366.0,4.0,4.29,12.16,2184.0,12.2258,9.6736,12.5428,51.5,67.5,86.0,74.33333333,3.166666667,10.33333333,0.557566667,1.167316667,107.045,131.0597658,0.556666667,1.965,1.868333333,1.166666667,-1.833333333,0.833333333,1.166666667,0.54,0.543333333,-4.25,-0.910665,0.039335,10.5376,56.5,84.75,76.25,44.0,3.25,7.0,0.5477,1.242925,0.81395,41.425,100.96,121.355366,67.385366,0.89,3.37,2.68,2.0,16.0,14.5,-1.75,0.0,1.5,-0.04,0.68,0.71,-6.0,-4.41422,0.53578,0.0,1.49192,1.99707,28.0476,1508.63,0.67901,qmof-e7019ed
2632.0,912.0,2.7225,32.736,39.765,51.117,900.0,1380.0,1200.0,1680.0,10.0,132.0,1.7161,7.991,-9.94,-7.6,-11.18,134.0,260.0,304.0,38.0,7.0,8.16,11212.0,12.0732,10.1056,13.26,54.0,72.0,102.6666667,69.33333333,3.333333333,8.666666667,0.552633333,1.129733333,131.4566667,140.1434853,0.95,2.07,2.04,2.0,-2.0,-0.666666667,-0.666666667,0.466666667,0.466666667,-7.2,-3.342813333,-2.742813333,9.854933333,314.5,112.3333333,203.4444444,506.2222222,3.0,14.55555556,0.718077778,1.734166667,2.139894444,133.1827778,153.3511111,256.0897602,418.1097602,0.813333333,1.347777778,1.916111111,8.0,16.77777778,24.27777778,-1.666666667,-2.111111111,-3.277777778,0.051111111,0.253333333,0.314444444,-3.111111111,-1.291258889,-2.45237,0.0,1.95348,1.44648,0.0,875.173,2.314729,qmof-d8ec019
8484.0,2212.0,0.73225,24.0196,19.1533,37.94255,1748.5,2500.0,4310.5,3786.5,10.5,325.0,3.8416,18.1594,-20.445,-13.34,-31.785,304.5,292.0,472.5,53.0,11.315,17.995,1976.0,8.7769,11.71017143,3.244571429,63.28571429,17.71428571,40.0,42.28571429,0.761904762,2.380952381,0.534309524,0.476633333,25.0752381,44.91453467,0.300952381,0.347619048,0.442380952,0.666666667,-0.666666667,-0.761904762,-0.714285714,-0.015238095,0.02,-2.085714286,-2.457142857,-2.195915238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4903,0.40575,0.0,560.86,2.798602,qmof-31d939d
5926.0,532.0,2.8561,31.9072,38.6334,43.0105,2304.0,3024.0,4272.0,2640.0,9.0,150.0,2.1904,10.0344,-8.74,-7.65,-10.24,225.0,343.0,377.0,29.0,6.54,6.91,1022.0,6.7502,9.2416,16.9936,49.0,91.0,121.3333333,98.0,3.0,10.66666667,0.5625,1.32,138.38,150.995076,0.49,1.096666667,0.886666667,1.0,-1.0,-1.333333333,0.0,0.093333333,0.24,-3.9,-5.535703333,-0.671406667,9.2416,49.0,91.0,109.6666667,77.0,4.0,9.333333333,0.5625,1.5175,1.045,54.76,138.38,188.4884093,131.2442047,0.49,1.213333333,0.77,1.0,5.333333333,3.0,-1.0,-0.666666667,-0.666666667,-0.02,0.226666667,0.106666667,-3.9,-3.271406667,-2.935703333,0.0,2.18197,0.9787,0.0,952.808,2.942058,qmof-f491166
2035.0,680.0,3.61,24.624,29.07,50.502,841.0,870.0,1044.0,1566.0,6.0,72.0,1.9044,6.3756,-5.36,-3.9,-7.58,86.0,138.0,236.0,6.0,3.66,6.98,1420.0,7.4224,10.9696,11.016,59.0,60.0,119.0,124.6666667,2.666666667,12.0,0.542766667,1.606966667,95.67333333,192.8442047,0.92,1.363333333,1.956666667,2.0,-2.0,-2.0,-3.333333333,0.08,0.053333333,-6.6,-6.935703333,-10.93570333,11.2576,60.66666667,62.11111111,126.8888889,123.8888889,2.555555556,14.33333333,0.539477778,1.454944444,1.6069,34.01666667,94.105846,147.8403388,195.0875533,1.102222222,1.531111111,2.297777778,2.888888889,4.777777778,6.444444444,-1.666666667,-1.555555556,-3.111111111,-0.002222222,0.071111111,0.037777778,-6.745234444,-7.669036667,-13.16903667,0.0,1.60843,1.13464,0.0,1143.94,0.891719,qmof-4d684e3
2810.0,164.0,2.8561,27.716,25.857,46.5426,2304.0,1824.0,1728.0,2304.0,6.0,90.0,2.1904,6.8376,-7.95,-5.16,-8.95,202.0,252.0,480.0,12.0,4.26,9.45,1210.0,8.32565,10.9696,11.016,59.0,60.0,107.3333333,61.33333333,2.666666667,7.333333333,0.542766667,1.112366667,95.67333333,121.88532,0.92,1.48,2.97,2.0,-2.0,-2.0,-1.666666667,0.213333333,0.7,-6.6,-4.671406667,-2.31422,10.9696,59.0,62.33333333,105.0,87.0,2.0,10.66666667,0.542766667,1.2075,1.404866667,36.98,86.05333333,125.517538,166.5144487,0.756666667,1.2,3.016666667,1.666666667,4.0,13.66666667,-1.666666667,-2.333333333,-2.666666667,-0.033333333,0.086666667,0.56,-5.3,-5.635703333,-5.878516667,0.0,1.60965,1.13535,28.0047,934.129,1.514137,qmof-c221ada
5248.0,426.0,1.21,34.056,18.447,29.799,4225.0,4680.0,2535.0,4095.0,6.0,162.0,2.8224,7.6608,-21.06,-10.17,-17.19,513.0,351.0,522.0,36.0,5.52,8.37,6484.0,30.7152,11.8336,9.6148,64.0,52.0,116.0,76.0,2.0,5.5,0.5329,0.9782,49.555,101.7788415,0.645,0.645,1.955,1.5,-2.0,-2.0,-3.5,-0.03,0.12,-4.05,-4.05,-8.603555,10.5376,56.5,102.75,110.5,104.0,5.75,17.0,0.5477,1.38745,1.34765,41.425,119.3131535,139.1976485,164.4544208,0.7,1.8525,1.9125,2.5,8.25,5.25,0.5,1.25,-1.0,0.075,0.335,0.02,-3.1767775,-4.08211,-11.2017775,427.661,1.10516,6.46837,0.0311651,3672.24,3.089299,qmof-3663888
1136.0,258.0,3.3489,37.7712,25.437,0.0,676.0,1248.0,416.0,0.0,6.0,60.0,1.5625,3.775,-9.66,-2.92,0.0,108.0,140.0,0.0,26.0,4.48,0.0,512.0,3.3174,11.8336,8.772,64.0,48.0,112.0,128.0,2.0,2.0,0.5329,1.0658,59.89,56.18,0.89,0.89,0.0,2.0,-2.0,-2.0,0.0,-0.04,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32002,0.68415,0.0,257.515,0.134773,qmof-9024308
1124.0,412.0,2.5921,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,7.0,120.0,1.5876,6.4008,-10.98,-4.94,-11.08,30.0,52.0,48.0,22.0,3.74,4.08,3220.0,12.0211,11.8336,4.386,64.0,24.0,56.0,60.0,1.0,4.5,0.5329,0.702625,29.945,74.8625,0.445,0.445,1.1125,1.0,-1.0,-1.25,-3.25,-0.02,-0.05,-3.0,-3.0,-7.5,2.4034,42.25,24.125,41.25,63.125,0.625,4.75,0.192825,0.4071375,0.689775,33.49,37.92,72.6025,120.2411293,0.1375,0.33625,0.80375,1.5,3.125,8.125,-0.375,-0.875,-1.0,0.025,0.0475,0.245,-0.075,-0.6375,1.27233375,207.698,0.882738,6.58299,0.0,1168.74,1.738625,qmof-ce182d3
1283.0,112.0,3.61,24.624,29.07,58.862,841.0,870.0,1044.0,1624.0,6.0,72.0,1.9044,6.3756,-5.36,-3.9,-8.18,86.0,138.0,292.0,6.0,3.66,9.0,2264.0,10.9337,10.9696,11.016,59.0,60.0,107.3333333,82.66666667,2.666666667,7.333333333,0.542766667,1.126966667,95.67333333,129.9617427,0.92,1.48,1.91,2.0,-2.0,-1.333333333,-2.333333333,0.213333333,0.193333333,-6.6,-4.671406667,-7.371406667,7.313066667,39.33333333,54.22222222,75.77777778,95.55555556,2.444444444,12.22222222,0.361844444,0.939822222,1.256244444,24.65333333,67.90444444,109.3272476,147.180066,0.415555556,1.106666667,1.777777778,0.888888889,3.333333333,5.777777778,-0.444444444,-0.888888889,-1.777777778,-0.017777778,0.044444444,0.106666667,-3.066666667,-5.957135556,-8.447604444,110.005,1.31099,3.61638,0.0,1317.19,0.853864,qmof-7896a55
20592.0,1600.0,4.313733333,32.72266667,23.3124,90.868,1456.333333,1400.333333,5276.0,3806.0,5.0,97.33333333,1.9044,7.8384,-5.92,-1.3,-15.19666667,142.3333333,46.0,416.8333333,2.0,1.22,9.003333333,4322.0,19.795,9.2416,15.504,49.0,84.0,144.6666667,203.0,4.0,25.33333333,0.5625,2.8475,167.24,358.7234853,0.98,2.193333333,2.426666667,2.0,-2.0,-2.666666667,-1.333333333,0.186666667,0.453333333,-7.8,-11.07140667,-6.542813333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47415,0.96908,0.0,1486.31,0.956513,qmof-22084e3
11654.0,928.0,1.6129,34.9504,21.7805,28.3464,5041.0,4544.0,2272.0,3408.0,7.0,136.0,2.6244,7.4358,-17.36,-8.26,-12.16,504.0,465.0,520.0,39.0,6.75,7.3,1972.0,8.8212,11.8336,6.265714286,64.0,34.28571429,66.28571429,68.57142857,1.428571429,4.857142857,0.5329,0.803,42.77857143,85.55714286,0.635714286,0.85,1.271428571,1.428571429,-1.428571429,-1.428571429,-3.428571429,0.08,-0.057142857,-4.285714286,-2.944888571,-8.571428571,6.601142857,35.0,60.0,66.0,57.0,6.428571429,12.85714286,0.401785714,1.206428571,0.861428571,39.11428571,136.0993834,149.585228,121.805406,1.35,1.985714286,0.99,6.428571429,12.57142857,3.857142857,1.142857143,4.571428571,0.857142857,0.3,0.748571429,0.137142857,-2.534665714,3.042922857,-3.774475714,0.0,2.19459,0.81659,0.0,843.357,1.298984,qmof-517abf2
1656.0,474.0,3.6481,37.8944,31.0948,29.7578,784.0,1288.0,1064.0,784.0,6.0,96.0,1.4641,5.5418,-8.38,-4.82,-4.12,122.0,130.0,140.0,20.0,2.68,3.48,512.0,3.3174,10.1056,14.25306667,54.0,76.66666667,102.6666667,80.0,2.666666667,6.0,0.552633333,0.915266667,112.2166667,77.46840933,0.623333333,1.183333333,0.56,1.333333333,-1.333333333,-1.333333333,0.0,0.226666667,0.253333333,-4.6,-2.671406667,1.928593333,6.161066667,32.66666667,63.77777778,68.44444444,37.33333333,4.888888889,5.777777778,0.375,1.068333333,0.56,36.50666667,107.0767173,129.3117933,58.74174267,0.7,1.26,0.56,3.333333333,7.333333333,4.0,0.666666667,2.0,1.333333333,0.155555556,0.408888889,0.253333333,-1.314271111,0.614322222,1.928593333,0.0,1.91846,1.20566,0.0,272.543,1.141126,qmof-73ef0e4
2170.0,952.0,1.0,26.27,20.53,29.74,400.0,1420.0,1180.0,1220.0,9.0,208.0,2.9241,11.1492,-18.27,-11.53,-19.74,89.0,121.0,139.0,46.0,8.87,10.42,1120.0,6.9507,11.36443333,3.97054,74.73333333,57.2,51.66666667,27.2,0.933333333,3.2,0.57228,0.39676,75.826,57.0557976,0.035333333,0.179333333,0.742666667,0.733333333,-0.133333333,-0.4,-0.4,0.102,0.298,0.513333333,2.305718667,3.508593333,3.512533333,18.83333333,24.33333333,47.83333333,58.66666667,2.833333333,4.333333333,0.182566667,0.59625,0.637533333,13.80833333,48.972538,81.66840933,47.182561,0.591666667,0.931666667,0.146666667,2.666666667,3.166666667,1.666666667,0.666666667,1.666666667,2.0,0.113333333,0.191666667,0.133333333,-1.335703333,-2.65474,1.664296667,0.0,1.95597,0.67844,0.0,412.874,4.911827,qmof-4fcaac7
11336.0,1758.0,2.01105,32.6307,30.417,58.77435,2250.0,2910.0,3390.0,3900.0,9.5,195.0,2.37185,10.4273,-15.13,-8.895,-21.325,317.0,354.0,479.0,45.5,7.725,10.355,1294.4,6.46756,11.34815185,6.187055556,61.2962963,33.77777778,63.07407407,70.85185185,1.333333333,4.851851852,0.538411111,0.806048148,52.14740741,84.1158587,0.405555556,0.619259259,0.562962963,0.888888889,-0.888888889,-1.037037037,-0.814814815,0.019259259,0.037037037,-2.866666667,-3.423012222,-2.660312593,2.629688889,14.22222222,10.66666667,24.88888889,22.22222222,0.222222222,1.222222222,0.118422222,0.243333333,0.2482,6.242222222,13.30888889,19.55111111,24.32111111,0.197777778,0.197777778,0.341111111,0.444444444,0.444444444,0.777777778,-0.444444444,-0.444444444,-0.777777778,-0.008888889,-0.008888889,-0.015555556,-1.333333333,-1.333333333,-2.233333333,0.0,2.01756,1.31899,25.0674,1050.03,2.71515,qmof-a058edc
11012.0,720.0,2.8561,28.392,25.857,52.8294,2304.0,1872.0,1728.0,3312.0,6.0,90.0,2.1904,6.8376,-8.35,-5.16,-12.67,201.0,252.0,459.0,12.0,4.26,8.37,1490.0,7.2551,11.3152,10.1184,61.0,55.2,116.2,120.6,2.4,8.0,0.53882,1.39902,81.36,143.3625228,0.908,1.174,1.432,2.0,-2.0,-2.0,-2.6,0.032,0.02,-6.36,-6.561422,-8.181422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67906,0.66521,0.0,688.04,3.08213,qmof-7e7dcc4
15084.0,432.0,3.61,20.938,20.52,40.432,841.0,4814.0,2871.0,2552.0,5.0,72.0,1.9044,7.8384,-3.42,-1.3,-6.08,-50.0,46.0,144.0,2.0,1.22,5.11,2076.0,10.923,9.2416,15.504,49.0,84.0,98.0,91.0,4.0,16.0,0.5625,1.4325,167.24,200.592614,0.98,2.66,1.82,2.0,-2.0,0.0,-2.0,0.72,0.34,-7.8,-2.01422,-4.90711,6.6564,256.0,192.0,256.0,384.0,4.0,24.0,1.0404,3.0804,3.1416,376.36,438.44,788.191736,876.88,0.06,1.58,0.12,20.0,80.0,40.0,-4.0,2.0,-4.0,0.5,3.1,1.0,16.2,75.77156,32.4,0.0,2.66086,1.02509,0.0,745.39,1.504124,qmof-9753081
1363.0,192.0,3.61,21.47,31.255,41.211,841.0,1044.0,638.0,870.0,7.0,64.0,1.9044,5.2302,-3.7,-3.15,-4.59,80.0,181.0,231.0,12.0,5.87,7.51,1192.0,7.511,7.415533333,11.6705,40.33333333,64.0,79.0,74.66666667,3.333333333,13.66666667,0.582766667,1.6127,183.4366667,243.0296613,0.326666667,1.4,2.03,0.666666667,-2.0,-1.666666667,0.0,0.633333333,1.16,-2.6,4.821483333,12.57867,9.2416,49.0,126.0,168.0,154.0,9.0,30.0,0.5625,3.3975,2.55,54.76,250.86,450.975684,322.057842,1.47,6.51,3.5,3.0,39.0,20.0,-3.0,11.0,8.0,-0.06,2.22,1.1,-11.7,5.65734,0.87867,0.0,1.63283,1.06012,0.0,973.154,3.391288,qmof-adcedcb
2734.0,146.0,2.8561,29.068,20.3645,24.5557,2304.0,1920.0,960.0,1632.0,5.0,55.0,2.1904,4.514,-8.75,-3.6,-6.08,200.0,220.0,206.0,14.0,4.35,3.63,2450.666667,12.08493333,11.8336,8.772,64.0,48.0,112.0,96.0,2.0,6.0,0.5329,1.1242,59.89,119.78,0.89,0.89,1.78,2.0,-2.0,-2.0,-4.0,-0.04,-0.08,-6.0,-6.0,-12.0,10.9696,59.0,74.0,126.0,110.6666667,3.666666667,15.0,0.542766667,1.6775,1.511966667,36.98,123.5466667,186.7434853,185.7084093,1.083333333,2.203333333,2.236666667,2.333333333,10.33333333,7.666666667,-1.666666667,1.333333333,-1.333333333,-0.046666667,0.46,0.18,-7.9,-4.042813333,-9.971406667,0.0,1.65528,1.22172,32.0769,1016.76,1.920383,qmof-8dc527b
5513.0,344.0,1.4884,33.5744,26.8644,46.0184,4356.0,4224.0,4158.0,5808.0,9.0,200.0,2.7889,11.1723,-17.76,-11.04,-23.08,464.0,531.0,704.0,47.0,8.34,11.12,1088.0,5.8254,11.8336,6.912106667,64.0,58.66666667,104.5333333,90.66666667,1.866666667,3.866666667,0.5329,1.053146667,64.51866667,84.69383747,0.742666667,0.830666667,1.750666667,-0.933333333,-1.866666667,-2.4,-1.466666667,-0.037333333,0.309333333,-7.933333333,-5.6,-3.259969333,3.449506667,45.06666667,95.73333333,59.2,57.86666667,3.866666667,8.933333333,0.295866667,0.75076,0.6928,94.38,139.0463577,136.1087819,130.2927763,-0.138666667,0.374666667,0.914666667,4.133333333,8.266666667,6.666666667,1.2,1.466666667,1.333333333,0.172,0.352,0.329333333,6.425718667,8.049541333,2.260978667,0.0,2.01154,2.11274,51.0627,1507.81,3.269219,qmof-2de4c15
27164.0,868.0,1.9044,34.8128,22.816,37.1128,8464.0,5397.333333,3066.666667,5274.666667,6.666666667,140.0,2.89,7.82,-15.10666667,-7.333333333,-14.01333333,616.0,580.0,801.3333333,30.66666667,6.733333333,9.373333333,2842.0,10.2238,11.8336,2.005028571,64.0,10.97142857,25.14285714,30.17142857,0.514285714,2.0,0.5329,0.344142857,13.68914286,28.99204183,0.203428571,0.325142857,0.537714286,0.457142857,-0.457142857,-0.628571429,-0.685714286,0.009142857,0.070857143,-1.371428571,-1.668977714,-1.533053714,2.36672,12.8,10.4,22.4,21.6,0.5,2.8,0.10658,0.219,0.30587,5.618,14.3667683,17.596,31.1223049,0.302,0.178,0.728,1.1,0.4,2.9,-0.2,-0.5,-0.9,0.028,-0.008,0.092,-1.120711,-1.2,-2.162133,0.0,3.18133,1.04035,0.0,697.525,2.344762,qmof-e14a6bb
1124.0,412.0,2.5921,33.2304,26.0981,38.5756,169.0,624.0,507.0,728.0,7.0,120.0,1.5876,6.4008,-10.98,-4.94,-11.08,30.0,52.0,48.0,22.0,3.74,4.08,1158.0,7.2404,11.8336,5.848,64.0,32.0,74.66666667,48.0,1.333333333,2.666666667,0.5329,0.5621,39.92666667,59.89,0.593333333,0.593333333,0.89,1.333333333,-1.333333333,-1.0,-1.666666667,-0.026666667,-0.04,-4.0,-4.0,-6.0,2.640066667,13.5,9.0,18.0,28.5,0.166666667,1.666666667,0.084016667,0.182233333,0.317133333,2.331266667,7.043666667,14.08733333,23.9404319,0.238333333,0.476666667,1.011666667,0.5,1.0,2.833333333,-0.333333333,-0.666666667,-1.0,-0.01,-0.02,0.026666667,-1.26,-2.52,-3.907851667,470.099,0.705088,7.71636,0.0,1983.79,2.257063,qmof-920b878
1644.0,264.0,2.6569,28.036,18.1419,25.1346,529.0,920.0,851.0,828.0,5.0,65.0,1.4884,4.27,-9.05,-2.98,-7.27,75.0,78.0,79.0,12.0,2.6,2.37,2164.0,10.0678,11.8336,8.772,64.0,48.0,112.0,96.0,2.0,6.0,0.5329,1.1242,59.89,119.78,0.89,0.89,1.78,2.0,-2.0,-2.0,-4.0,-0.04,-0.08,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08596,0.7756,0.0,608.3,1.024074,qmof-b0fd440
9004.0,672.0,1.3689,32.1984,26.0325,49.0581,3844.0,3968.0,2728.0,6076.0,9.0,184.0,2.9584,10.5436,-18.16,-11.72,-25.55,432.0,514.0,770.0,49.0,9.35,13.58,560.0,4.84545,11.8336,6.579,64.0,36.0,84.0,44.0,1.5,3.25,0.5329,0.691675,44.9175,68.805183,0.6675,0.6675,1.9075,1.5,-1.5,-1.75,-1.5,-0.03,0.33,-4.5,-4.5,-3.70711,2.9584,16.0,14.0,28.0,14.0,1.0,2.0,0.133225,0.27375,0.20805,7.0225,20.94442075,21.995,20.94442075,0.5325,0.2225,0.5325,2.25,0.5,2.25,0.0,0.0,0.0,0.08,-0.01,0.08,-1.3017775,-1.5,-1.3017775,0.0,2.60715,0.59236,0.0,1012.68,2.64998,qmof-632d8e4
1321.0,96.0,2.7225,22.044,21.0375,45.3255,900.0,930.0,900.0,1680.0,5.0,60.0,1.7161,5.0435,-6.76,-4.5,-10.97,89.0,120.0,244.0,5.0,2.7,6.32,2536.0,12.11593333,11.1856,10.455,60.25,57.0,108.5,94.75,2.5,8.5,0.5403,1.201275,86.7275,139.9831535,0.9125,1.3325,1.79,2.0,-2.0,-1.5,-3.5,0.15,0.025,-6.45,-5.003555,-10.2267775,11.5096,62.125,53.375,116.25,113.875,2.0,11.875,0.5366,1.2421375,1.4449,31.42375,77.47782675,112.5194035,164.2447475,1.00625,1.11125,2.32875,2.75,3.5,6.75,-1.625,-1.5,-4.125,0.0075,0.055,0.0525,-5.86338875,-5.5017775,-12.64016625,633.095,1.17218,3.35281,0.0,5085.42,3.467983,qmof-86c75a0
5506.0,308.0,2.8561,28.392,21.5475,42.0303,2304.0,1872.0,1440.0,2592.0,5.0,75.0,2.1904,5.698,-8.35,-4.3,-9.66,201.0,210.0,378.0,10.0,3.55,6.89,3058.0,14.112,11.3152,10.1184,61.0,55.2,117.6,103.4,2.4,9.2,0.53882,1.30136,81.36,152.6665228,0.908,1.076,1.886,2.0,-2.0,-2.0,-3.8,0.036,-6.66e-17,-6.36,-5.781422,-11.361422,9.2416,49.0,126.0,196.0,175.0,9.0,39.0,0.5625,3.1275,2.5875,54.76,250.86,405.677842,367.832614,1.47,3.99,2.8,3.0,21.0,10.0,-1.0,7.0,2.0,-0.06,1.08,0.3,-11.7,-3.02133,-12.70711,0.0,1.83785,1.25732,3.35631,1469.76,3.139742,qmof-9706669
9376.0,944.0,1.3689,36.2232,29.6361,54.1242,3844.0,4464.0,7564.0,6696.0,11.0,297.0,2.9584,14.3104,-20.43,-12.46,-28.71,486.0,560.0,822.0,66.0,10.6,14.61,1068.0,6.39925,11.8336,5.28384,64.0,44.8,80.0,44.8,1.4,3.6,0.5329,0.66576,44.52,67.0221464,0.528,0.534,1.704,-0.8,-1.4,-1.6,-2.0,-0.024,0.256,-5.22,-3.6,-4.165688,1.849,32.0,60.8,36.8,32.0,1.7,3.8,0.15733,0.31987,0.34498,40.445,63.05,55.451,73.3095868,-0.169,0.095,0.26,2.6,2.2,5.4,0.7,0.0,0.4,0.083,0.046,0.172,3.63,1.02,3.398578,0.0,2.18045,0.88409,0.0,1442.87,4.213806,qmof-ae62f99
5272.0,348.0,2.8561,29.068,30.6566,47.8101,2304.0,1920.0,3360.0,3168.0,8.0,90.0,2.1904,7.7996,-8.75,-4.62,-13.08,200.0,314.0,366.0,22.0,6.57,6.63,880.0,5.6437,11.8336,8.772,64.0,48.0,112.0,80.0,2.0,6.0,0.5329,1.11325,59.89,113.722683,0.89,0.89,2.575,2.0,-2.0,-2.5,-3.5,-0.04,0.3,-6.0,-6.0,-8.20711,11.8336,64.0,48.0,112.0,80.0,1.0,6.0,0.5329,1.095,1.11325,28.09,59.89,87.98,113.722683,0.89,0.89,2.575,2.0,2.0,10.0,-2.0,-2.5,-3.5,-0.04,-0.04,0.3,-6.0,-6.0,-8.20711,0.0,2.40107,0.76579,0.0,764.956,3.628661,qmof-2630bb5
5578.0,592.0,2.8561,32.1776,45.2413,58.0346,2304.0,2112.0,4320.0,3840.0,11.0,156.0,2.1904,11.1592,-8.9,-8.18,-14.06,244.0,438.0,496.0,40.0,8.74,8.68,1232.0,6.7518,10.1056,8.588533333,54.0,46.33333333,81.66666667,64.66666667,1.666666667,4.666666667,0.552633333,0.944733333,66.09,117.9084093,0.46,0.623333333,1.48,1.0,-1.666666667,-2.0,-2.666666667,-0.026666667,0.213333333,-3.3,-4.6,-4.671406667,3.080533333,16.33333333,24.5,8.166666667,0.0,0.833333333,0.0,0.1875,0.09375,0.0,18.25333333,27.38,9.126666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34699,1.32922,0.0,864.807,2.898361,qmof-46b1e8f
